class_id,class_label
20211B18_2,2
20211B194_0,0
20211B208_0,0
20211B208_1,1
20211B216_0,0
20211B216_1,1
20211B216_2,2
20211B216_3,3
20211B226_0,0
20211B226_1,1
20211B226_2,2
20211B226_3,3
20211B227_0,0
20211B227_1,1
20211B227_2,2
20211B227_3,3
20211B227_5,5
20211B32_0,0
20211B32_1,1
20211B35_0,0
20211B35_1,1
20211B35_3,3
20211B36_0,0
20211B36_1,1
20211B36_2,2
20211B36_3,3
20211B36_4,4
20211B39_0,0
20211B39_1,1
20211B39_2,2
20211B57_0,0
20211B57_1,1
20211B5_0,0
20211B5_1,1
20211B5_2,2
20211B60_0,0
20211B60_1,1
20211B60_2,2
20211B60_3,3
20211B60_4,4
20211B60_5,5
20211B60_6,6
20211B62A_0,0
20211B62A_1,1
20211B62A_2,2
20211B62A_3,3
20211B72_0,0
20211B72_1,1
20211B72_2,3
20211B72_4,4
20211B72_5,5
20211B79_0,0
20211B79_1,1
20211B79_2,2
20211B86_0,0
20211B86_1,1
20211C108_0,0
20211C108_1,1
20211C108_2,2
20211C108_3,3
20211C108_4,4
20211C109_0,0
20211C10_0,0
20211C10_1,1
20211C10_2,2
20211C10_3,3
20211C12_0,0
20211C136_0,0
20211C136_1,1
20211C136_2,2
20211C136_3,3
20211C148_0,0
20211C148_1,1
20211C148_2,2
20211C148_3,3
20211C148_4,4
20211C148_5,5
20211C163_0,0
20211C163_1,1
20211C1_0,0
20211C1_2,2
20211C1_3,3
20211C26_0,0
20211C26_1,1
20211C51_0,0
20211C51_1,1
20211C51_2,2
20211C51_4,4
20211C61A_0,0
20211C61A_1,1
20211C61A_2,2
20211C62_0,0
20211C62_1,1
20211CP13_0,0
20211CP13_1,1
20211CP13_2,2
20211CP13_3,3
20211CP13_5,5
20211CP13_6,6
20211CP13_7,7
20211CP18_0,0
20211CP18_1,1
20211CP18_2,2
20211CP18_3,3
20211CP20_0,0
20211CP20_1,1
20211CP20_2,2
20211CP20_5,5
20211CP28_0,0
20211CP28_1,1
20211CP30_0,0
20211CP30_1,1
20211CP30_2,2
20211CP40A_0,0
20211CP40A_1,1
20211CP40A_2,2
20211CP5A_0,0
20211CP5A_1,1
20211CP5A_2,2
20211EX13A_0,0
20211EX13A_1,1
20211EX13A_2,2
20211EX13A_3,3
20211EX13A_4,4
20211EX14_0,0
20211EX14_1,1
20211EX14_2,2
20211EX18A_0,0
20211EX18A_1,1
20211EX18A_3,3
20211EX25_0,0
20211EX25_1,1
20211EX25_2,2
20211EX25_3,3
20211EX25_4,4
20211EX25_5,5
20211EX25_6,6
20211EX38A_0,0
20211EX38A_1,1
20211EX41A_0,0
20211EX41A_1,1
20211EX47_0,0
20211EX47_1,1
20211EX47_2,2
20211EX47_3,3
20211EX49A_0,0
20211EX49A_1,1
20211EX49A_2,2
20211EX51_0,0
20211EX51_1,1
20211EX51_2,2
20211EX51_3,3
20211EX55_0,0
20211EX55_1,1
20211EX55_3,3
20211EX55_5,5
20211EX55_6,6
20211EX55_8,8
20211EX57_0,0
20211EX57_1,1
20211EX57_2,2
20211EX57_3,3
20211EX57_4,4
20211EX5A_0,0
20211EX5A_1,1
20211EX5A_2,2
20211EX5A_3,3
20211EX60_0,0
20211EX60_1,1
20211EX62C_0,0
20211EX62C_1,1
20211EX62C_2,2
20211EX62E_0,0
20211EX62E_1,1
20211EX62E_2,2
20211EX62E_3,3
20211EX62E_4,4
20211EX62F_0,0
20211EX62F_1,1
20211EX62_0,0
20211EX62_1,1
20211EX62_2,2
20211EX65_0,0
20211EX65_1,1
20211EX65_2,2
20211EX65_3,3
20211EX66_0,0
20211EX66_1,1
20211EX66_2,2
20211EX66_3,3
20211EX75_0,0
20211EX75_1,1
20211EX75_3,3
20211EX75_5,5
20211EX76_0,0
20211EX76_1,1
20211EX76_2,2
20211EX76_3,3
20211MP12_0,0
20211MP12_1,1
20211MP12_2,2
20211MP34A_0,0
20211MP34A_1,1
20211MP34A_2,2
20211MP34A_3,3
20211MP42_0,0
20211MP42_1,1
20211MP42_2,2
20211MP42_3,3
20211MP48_0,0
20211MP48_1,1
20211MP48_2,2
20211MP48_3,3
20211MP51_0,0
20211MP51_2,2
20211MP51_3,3
20211MP51_4,4
20211MP52_0,0
20211MP52_1,1
20211MP52_2,2
20211MP56_0,0
20211MP62_0,0
20211MP62_1,1
20211MP64_0,0
20211MP64_1,1
20211MP64_2,2
20211MP64_4,4
20211MP64_6,6
20211MP66_0,0
20211MP66_1,1
20211MP66_2,2
20211MP66_4,4
20211MP66_5,5
20211MP66_6,6
20211MP69_0,0
20211MP69_1,1
20211MP69_3,3
20211MP69_4,4
20211MP69_5,5
20211MP69_6,6
20211MP71_0,0
20211MP71_1,1
20211MP71_2,2
20211MP71_3,3
20211MP71_4,4
20211MP71_5,5
20211MP72_0,0
20211MP72_1,1
20211MP72_2,2
20211MP72_3,3
20211MP73_0,0
20211MP73_1,1
20211MP73_2,2
20211MP73_3,3
20211MP73_4,4
20211MP73_5,5
20211MP76_0,0
20211MP76_1,1
20211MP76_2,2
20211MP77_0,0
20211MP77_1,1
20211MP77_2,2
20211MP77_3,3
20211MP77_4,4
20211MP78_0,0
20211MP78_1,1
20211MP78_2,2
20211MP78_3,3
20211MP78_4,4
20211MP7_0,0
20211MP7_1,1
20211MP7_2,2
20211MP7_3,3
20211MP80_0,0
20211MP80_1,1
20211MP80_2,2
20211MP80_3,3
20211MP80_4,4
20211MP90_0,0
20211MP90_1,1
20211MP90_2,2
20211MP90_3,3
20211MP92_0,0
20211MP92_1,1
20211MP92_2,2
20211MP92_4,4
20211MP92_5,5
20211MP92_6,6
20211MP98_0,0
20211MP98_1,1
20211MP98_2,2
20211MP98_3,3
20211O107_0,0
20211O107_1,1
20211O107_2,2
20211O112_0,0
20211O112_1,1
20211O112_2,2
20211O115_0,0
20211O115_11,11
20211O115_2,2
20211O115_4,4
20211O115_6,6
20211O115_7,7
20211O118_0,0
20211O118_1,1
20211O118_2,2
20211O118_3,3
20211O12_0,0
20211O12_1,1
20211O18_0,0
20211O30_0,0
20211O30_1,1
20211O30_2,2
20211O30_3,3
20211O30_4,4
20211O30_5,5
20211O30_6,6
20211O30_7,7
20211O30_9,9
20211O34_0,0
20211O34_2,2
20211O3_0,0
20211O3_1,1
20211O3_2,2
20211O44_0,0
20211O44_1,1
20211O44_2,2
20211O48_0,0
20211O48_1,1
20211O48_2,2
20211O58_0,0
20211O58_2,2
20211O58_3,3
20211O58_4,4
20211O60_0,0
20211O60_1,1
20211O66_0,0
20211O66_1,1
20211O66_2,2
20211O66_3,3
20211O75B_0,0
20211O75B_1,1
20211O75B_2,2
20211O75C_0,0
20211O75C_1,1
20211O75C_2,2
20211O75C_4,4
20211O75D_0,0
20211O75D_2,2
20211O75D_3,3
20211O76_0,0
20211O76_1,1
20211O76_2,2
20211O76_3,3
20211O77_0,0
20211O77_1,1
20211O77_2,2
20211O77_3,3
20211O77_4,4
20211O77_5,5
20211O7_0,0
20211O7_1,1
20211O7_2,2
20211O83_0,0
20211O83_1,1
20211O83_2,2
20211O83_3,3
20211P11_0,0
20211P11_1,1
20211P11_2,2
20211P11_3,3
20211P11_4,4
20211P12_0,0
20211P12_1,1
20211P6_0,0
20211P6_1,1
20211P6_2,2
20211P6_3,3
20211SW102_0,0
20211SW102_1,1
20211SW102_2,2
20211SW107_0,0
20211SW107_1,1
20211SW114_0,0
20211SW114_1,1
20211SW114_2,2
20211SW114_3,3
20211SW114_4,4
20211SW119_0,0
20211SW119_1,1
20211SW119_2,2
20211SW121_0,0
20211SW121_1,1
20211SW121_2,2
20211SW16_0,0
20211SW16_1,1
20211SW16_2,2
20211SW16_3,3
20211SW16_4,4
20211SW18_0,0
20211SW18_1,1
20211SW30_0,0
20211SW30_1,1
20211SW32_0,0
20211SW32_1,1
20211SW32_2,2
20211SW33_0,0
20211SW33_1,1
20211SW34_0,0
20211SW34_1,1
20211SW34_2,2
20211SW34_3,3
20211SW34_4,4
20211SW38_0,0
20211SW38_1,1
20211SW49_0,0
20211SW49_1,1
20211SW49_2,2
20211SW49_3,3
20211SW49_4,4
20211SW60_0,0
20211SW60_1,1
20211SW60_2,2
20211SW6_0,0
20211SW6_1,1
20211SW6_2,2
20211SW6_5,5
20211SW70_0,0
20211SW70_1,1
20211SW70_2,2
20211SW72_0,0
20211SW72_1,1
20211SW72_2,2
20211SW72_3,3
20211SW72_4,4
20211SW76_0,0
20211SW76_1,1
20211SW76_2,2
20211SW76_3,3
20211SW76_5,5
20211SW82_0,0
20211SW82_1,1
20211SW82_2,2
20211SW83_0,0
20211SW83_1,1
20211SW83_3,3
20211SW83_4,4
20211SW83_6,6
20211SW83_7,7
20211SW90_0,0
20211SW90_2,2
20211SW9_0,0
20211SW9_1,1
20211SW9_2,2
20211W100_0,0
20211W100_1,1
20211W100_2,2
20211W100_3,3
20211W102_0,0
20211W102_1,1
20211W102_2,2
20211W104_0,0
20211W104_1,1
20211W12_0,0
20211W12_1,1
20211W12_2,2
20211W12_3,3
20211W12_6,6
20211W16_0,0
20211W16_1,1
20211W16_2,2
20211W17_0,0
20211W17_1,1
20211W17_2,2
20211W17_3,3
20211W21_0,0
20211W21_1,1
20211W21_2,2
20211W21_3,3
20211W21_4,4
20211W21_6,6
20211W28_0,0
20211W28_1,1
20211W28_2,2
20211W36_0,0
20211W36_2,2
20211W36_3,3
20211W37_0,0
20211W37_2,2
20211W37_3,3
20211W37_4,4
20211W40_0,0
20211W40_1,1
20211W40_2,2
20211W40_3,3
20211W40_4,4
20211W40_5,5
20211W42_0,0
20211W42_1,1
20211W42_2,2
20211W43_0,0
20211W43_1,1
20211W4B_0,0
20211W4B_2,2
20211W4B_3,3
20211W51_0,0
20211W51_1,1
20211W51_2,2
20211W51_3,3
20211W51_4,4
20211W51_5,5
20211W55_0,0
20211W55_1,1
20211W55_2,2
20211W55_3,3
20211W55_4,4
20211W55_5,5
20211W55_6,6
20211W56_0,0
20211W56_1,1
20211W56_2,2
20211W56_3,3
20211W56_4,4
20211W5_0,0
20211W5_1,1
20211W5_2,2
20211W5_3,3
20211W5_4,4
20211W5_5,5
20211W5_6,6
20211W64A_0,0
20211W64A_1,1
20211W64A_2,2
20211W64_0,0
20211W64_1,1
20211W64_2,2
20211W64_4,4
20211W69_0,0
20211W69_1,1
20211W69_2,2
20211W69_3,3
20211W69_4,4
20211W69_5,5
20211W73_0,0
20211W73_1,1
20211W74_0,0
20211W74_1,1
20211W75_0,0
20211W75_2,2
20211W75_3,3
20211W75_4,4
20211W75_5,5
20211W77_0,0
20211W77_1,1
20211W77_2,2
20211W77_3,3
20211W77_7,7
20211W79_0,0
20211W79_2,2
20211W79_3,3
20211W79_4,4
20211W79_5,5
20211W80_0,0
20211W80_1,1
20211W80_2,2
20211W80_3,3
20211W80_4,4
20211W81_0,0
20211W81_1,1
20211W81_2,2
20211W81_3,3
20211W81_4,4
20211W81_5,5
20211W81_7,7
20211W81_8,8
20211W81_9,9
20211W87_0,0
20211W87_1,1
20211W87_2,2
20211W87_3,3
20211W99A_0,0
20211W99A_1,1
20211W99A_2,2
20221B101_0,0
20221B101_1,1
20221B101_3,3
20221B101_4,4
20221B101_5,5
20221B116_0,0
20221B116_1,1
20221B116_2,2
20221B116_3,3
20221B116_5,5
20221B116_6,6
20221B163_0,0
20221B163_1,1
20221B163_2,2
20221B163_3,3
20221B163_4,4
20221B163_5,5
20221B169_0,0
20221B169_1,1
20221B169_2,2
20221B171_0,0
20221B171_1,1
20221B171_2,2
20221B171_3,3
20221B175_0,0
20221B175_1,1
20221B175_2,2
20221B203_0,0
20221B203_1,1
20221B203_2,2
20221B203_3,3
20221B217_0,0
20221B217_1,1
20221B224_0,0
20221B224_1,1
20221B224_2,2
20221B224_3,3
20221B31_0,0
20221B31_1,1
20221B31_10,10
20221B31_2,2
20221B31_3,3
20221B31_4,4
20221B31_5,5
20221B31_6,6
20221B31_8,8
20221B31_9,9
20221B32_0,0
20221B32_1,1
20221B32_2,2
20221B32_3,3
20221B36_0,0
20221B36_1,1
20221B36_2,2
20221B36_3,3
20221B36_4,4
20221B43_0,0
20221B43_1,1
20221B43_3,3
20221B43_4,4
20221B43_5,5
20221B43_7,7
20221B44_0,0
20221B44_1,1
20221B44_2,2
20221B44_3,3
20221B49_0,0
20221B49_1,1
20221B49_2,2
20221B49_3,3
20221B49_5,5
20221B49_6,6
20221B57_0,0
20221B57_1,1
20221B57_2,2
20221B57_3,3
20221B57_4,4
20221B65_0,0
20221B65_1,1
20221B65_2,2
20221B65_3,3
20221B65_4,4
20221B65_5,5
20221B65_6,6
20221B65_7,7
20221B65_8,8
20221B65_9,9
20221B78_0,0
20221B78_1,1
20221B78_2,2
20221B78_3,3
20221B78_4,4
20221B98_0,0
20221B98_1,1
20221C107_0,0
20221C107_1,1
20221C107_2,2
20221C107_3,3
20221C115_0,0
20221C115_1,1
20221C115_2,2
20221C115_4,4
20221C115_5,5
20221C118_0,0
20221C118_1,1
20221C118_4,4
20221C118_5,5
20221C148_0,0
20221C148_1,1
20221C148_2,2
20221C148_3,3
20221C148_4,4
20221C151_0,0
20221C151_1,1
20221C151_2,2
20221C151_3,3
20221C151_4,4
20221C151_5,5
20221C151_6,6
20221C152_0,0
20221C152_1,1
20221C152_2,2
20221C152_3,3
20221C152_4,4
20221C152_5,5
20221C153_0,0
20221C153_1,1
20221C153_2,2
20221C153_3,3
20221C153_4,4
20221C153_5,5
20221C153_6,6
20221C157_0,0
20221C157_1,1
20221C157_3,3
20221C157_4,4
20221C160B_0,0
20221C160B_1,1
20221C160B_2,2
20221C160B_3,3
20221C160B_4,4
20221C160B_5,5
20221C160B_7,7
20221C163_0,0
20221C163_1,1
20221C163_2,2
20221C163_3,3
20221C16_0,0
20221C16_2,2
20221C16_3,3
20221C20_0,0
20221C20_2,2
20221C24C_0,0
20221C24C_1,1
20221C24C_2,2
20221C24C_3,3
20221C25_0,0
20221C25_1,1
20221C25_2,2
20221C25_3,3
20221C25_4,4
20221C25_5,5
20221C25_7,7
20221C25_8,8
20221C4_0,0
20221C4_1,1
20221C4_2,2
20221C4_3,3
20221C56_0,0
20221C56_1,1
20221C56_2,2
20221C56_3,3
20221C61A_0,0
20221C61A_1,1
20221C61A_10,10
20221C61A_2,2
20221C61A_3,3
20221C61A_4,4
20221C61A_5,5
20221C61A_6,6
20221C61A_7,7
20221C61A_8,8
20221C61A_9,9
20221C62_0,0
20221C62_1,1
20221C62_2,2
20221C62_3,3
20221C62_4,4
20221C62_6,6
20221CP16_0,0
20221CP16_1,1
20221CP16_2,2
20221CP16_3,3
20221CP16_4,4
20221CP16_5,5
20221CP18_0,0
20221CP18_1,1
20221CP30_0,0
20221CP30_1,1
20221CP30_2,2
20221CP30_3,3
20221CP30_4,4
20221CP33_0,0
20221CP33_1,1
20221CP33_2,2
20221CP3_0,0
20221CP3_1,1
20221CP3_2,2
20221CP3_4,4
20221CP3_5,5
20221CP3_9,9
20221CP40_0,0
20221CP40_1,1
20221CP40_3,3
20221CP40_5,5
20221CP42A_0,0
20221CP42A_1,1
20221CP42A_2,2
20221CP42A_3,3
20221CP42A_4,4
20221CP5A_0,0
20221CP5A_1,1
20221CP5A_2,2
20221CP5A_3,3
20221CP5A_4,4
20221CP7_0,0
20221CP7_1,1
20221CP7_3,3
20221CP7_4,4
20221CP7_5,5
20221CP7_7,7
20221EX10_0,0
20221EX10_1,1
20221EX10_2,2
20221EX13A_0,0
20221EX13A_1,1
20221EX13A_2,2
20221EX13_0,0
20221EX13_1,1
20221EX13_2,2
20221EX13_3,3
20221EX13_5,5
20221EX13_7,7
20221EX13_8,8
20221EX13_9,9
20221EX15_0,0
20221EX15_1,1
20221EX15_2,2
20221EX19A_0,0
20221EX19A_1,1
20221EX19A_3,3
20221EX20_0,0
20221EX21_0,0
20221EX21_1,1
20221EX21_2,2
20221EX21_3,3
20221EX21_4,4
20221EX22_0,0
20221EX22_2,2
20221EX22_3,3
20221EX22_4,4
20221EX22_5,5
20221EX22_6,6
20221EX26_0,0
20221EX26_1,1
20221EX26_2,2
20221EX26_4,4
20221EX26_5,5
20221EX2_0,0
20221EX2_1,1
20221EX2_3,3
20221EX2_6,6
20221EX2_7,7
20221EX2_8,8
20221EX34_0,0
20221EX34_1,1
20221EX34_2,2
20221EX34_3,3
20221EX34_4,4
20221EX34_6,6
20221EX38_0,0
20221EX38_1,1
20221EX38_2,2
20221EX38_3,3
20221EX38_4,4
20221EX38_5,5
20221EX38_6,6
20221EX40_0,0
20221EX40_1,1
20221EX40_2,2
20221EX41_0,0
20221EX41_1,1
20221EX41_2,2
20221EX41_3,3
20221EX41_4,4
20221EX41_5,5
20221EX41_6,6
20221EX43_0,0
20221EX43_1,1
20221EX43_2,2
20221EX43_3,3
20221EX43_4,4
20221EX43_5,5
20221EX43_6,6
20221EX43_7,7
20221EX55_0,0
20221EX55_1,1
20221EX55_2,2
20221EX55_3,3
20221EX55_4,4
20221EX55_5,5
20221EX55_8,8
20221EX59_0,0
20221EX59_2,2
20221EX59_3,3
20221EX60_0,0
20221EX60_1,1
20221EX60_2,2
20221EX60_3,3
20221EX62B_0,0
20221EX62B_1,1
20221EX62B_2,2
20221EX62C_0,0
20221EX62C_4,4
20221EX62C_6,6
20221EX62E_0,0
20221EX62E_1,1
